concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
40072443,40072443,Mapped from,1970-01-01,2099-12-31,
40072443,40072443,Maps to,1970-01-01,2099-12-31,
40139614,36225011,RxNorm is a,2016-08-01,2099-12-31,
40139614,40139614,Mapped from,2007-05-27,2099-12-31,
40139614,40139614,Maps to,2007-05-27,2099-12-31,
40160951,1301025,RxNorm has ing,2009-07-06,2099-12-31,
40160951,40160951,Mapped from,2009-07-05,2099-12-31,
40160951,40160951,Maps to,2009-07-05,2099-12-31,
40160951,42902627,Constitutes,2012-12-03,2099-12-31,
40173379,40173379,Mapped from,2010-04-04,2099-12-31,
40173379,40173379,Maps to,2010-04-04,2099-12-31,
40223818,40223818,Mapped from,2010-08-01,2099-12-31,
40223818,40223818,Maps to,2010-08-01,2099-12-31,
40224804,35604747,Constitutes,2016-05-02,2099-12-31,
40224804,40224804,Mapped from,2010-09-05,2099-12-31,
40224804,40224804,Maps to,2010-09-05,2099-12-31,
40228548,40228548,Mapped from,2010-10-31,2099-12-31,
40228548,40228548,Maps to,2010-10-31,2099-12-31,
40244529,1115171,SPL - RxNorm,2019-01-13,2099-12-31,
40244754,1115171,SPL - RxNorm,2019-01-13,2099-12-31,
40256422,1332418,ATC - RxNorm sec lat,2020-06-01,2099-12-31,
40256422,1332418,Maps to,2020-06-01,2099-12-31,
40256434,1332418,ATC - RxNorm sec lat,2020-06-01,2099-12-31,
40256434,1332418,Maps to,2020-06-01,2099-12-31,
40481087,4176944,Is a,2020-03-09,2099-12-31,
40481087,40481087,Mapped from,2010-07-31,2099-12-31,
40481087,40481087,Maps to,2010-07-31,2099-12-31,
40483622,40483622,Mapped from,2009-07-31,2099-12-31,
40483622,40483622,Maps to,2009-07-31,2099-12-31,
40486433,40486433,Mapped from,2011-01-31,2099-12-31,
40486433,40486433,Maps to,2011-01-31,2099-12-31,
40492491,40492491,Mapped from,2011-07-31,2099-12-31,
40492491,40492491,Maps to,2011-07-31,2099-12-31,
42506132,1115171,SPL - RxNorm,2019-10-13,2099-12-31,
42518521,1127433,SPL - RxNorm,2019-06-16,2099-12-31,
42528379,36210656,Is a,1970-01-01,2099-12-31,
42528379,42528379,Mapped from,2017-02-21,2099-12-31,
42528379,42528379,Maps to,2017-02-21,2099-12-31,
42528781,3027018,Panel contains,1970-01-01,2099-12-31,
42528781,36207527,Is a,1970-01-01,2099-12-31,
42528781,42528781,Mapped from,2017-02-21,2099-12-31,
42528781,42528781,Maps to,2017-02-21,2099-12-31,
42536288,42536288,Mapped from,2018-01-31,2099-12-31,
42536288,42536288,Maps to,2018-01-31,2099-12-31,
42538933,42538933,Mapped from,2018-01-31,2099-12-31,
42538933,42538933,Maps to,2018-01-31,2099-12-31,
4274025,4028071,Subsumes,2022-01-28,2099-12-31,
40232448,36334195,RxNorm - SPL,2023-02-12,2099-12-31,
40162522,35701927,RxNorm - SPL,2021-10-10,2099-12-31,
43534770,1332418,ATC - RxNorm pr lat,2020-06-01,2099-12-31,
43534770,1332418,Maps to,2020-06-01,2099-12-31,
43534772,1332418,ATC - RxNorm sec lat,2020-06-01,2099-12-31,
43534772,1332418,Maps to,2020-06-01,2099-12-31,
43534776,1545958,ATC - RxNorm pr lat,2020-06-01,2099-12-31,
43534776,1545958,Maps to,2020-06-01,2099-12-31,
43534841,21603274,Is a,2013-08-05,2099-12-31,
4025033,4280677,Subsumes,2011-07-31,2099-12-31,
4029565,4098879,Subsumes,2011-07-31,2099-12-31,
4030015,4269698,Is a,2011-07-31,2099-12-31,
4031814,4170226,Is a,2011-07-31,2099-12-31,
4032789,3022192,Subsumes,2019-12-13,2099-12-31,
4032789,4017202,Is a,2011-07-31,2099-12-31,
4035987,4112343,Subsumes,2011-07-31,2099-12-31,
4037672,4180938,Is a,2011-07-31,2099-12-31,
4044012,4031967,Subsumes,2011-07-31,2099-12-31,
4045154,4039717,Is a,2011-07-31,2099-12-31,
4045155,4039717,Is a,2011-07-31,2099-12-31,
4045900,4042516,Is a,2011-07-31,2099-12-31,
4054054,4022201,Is a,2011-07-31,2099-12-31,
4060266,4087235,Is a,2011-07-31,2099-12-31,
4086677,4032257,Is a,2011-07-31,2099-12-31,
4086677,37396227,Is a,2016-07-31,2099-12-31,
4095055,37203929,Is a,2019-07-31,2099-12-31,
4096565,4042142,Is a,2011-07-31,2099-12-31,
4097620,4141733,Is a,2011-07-31,2099-12-31,
4099917,4205590,Is a,2011-07-31,2099-12-31,
4101796,372887,Subsumes,2011-07-31,2099-12-31,
4101796,4247371,Is a,2011-07-31,2099-12-31,
4102111,4113999,Subsumes,2011-07-31,2099-12-31,
4102111,4115106,Subsumes,2011-07-31,2099-12-31,
4108616,4040390,Is a,2011-07-31,2099-12-31,
4112731,4115106,Is a,2011-07-31,2099-12-31,
4118601,4040390,Is a,2011-07-31,2099-12-31,
4118601,4116191,Subsumes,2011-07-31,2099-12-31,
4122068,4054050,Is a,2011-07-31,2099-12-31,
4123768,4120664,Subsumes,2011-07-31,2099-12-31,
4126095,4019381,Is a,2011-07-31,2099-12-31,
4126705,4169265,Subsumes,2011-07-31,2099-12-31,
4132462,4122115,Subsumes,2011-07-31,2099-12-31,
4132647,4185115,Is a,2011-07-31,2099-12-31,
4132647,4303236,Subsumes,2011-07-31,2099-12-31,
4134454,318736,Subsumes,2011-07-31,2099-12-31,
4140752,4027553,Is a,2011-07-31,2099-12-31,
4140752,4279071,Subsumes,2019-07-31,2099-12-31,
4155913,433596,Is a,2018-07-31,2099-12-31,
4155913,4274411,Is a,2011-07-31,2099-12-31,
4159157,4122115,Is a,2020-03-09,2099-12-31,
4177851,4042501,Is a,2011-07-31,2099-12-31,
4178818,4190185,Subsumes,2011-07-31,2099-12-31,
4180169,4181187,Subsumes,2011-07-31,2099-12-31,
4180628,4201745,Subsumes,2011-07-31,2099-12-31,
4181583,254068,Is a,2011-07-31,2099-12-31,
4182161,4247371,Is a,2011-07-31,2099-12-31,
19020053,45620723,Mapped from,1970-01-01,2099-12-31,
19020053,45620723,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45621717,Mapped from,1970-01-01,2099-12-31,
19020053,45621717,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45624158,Mapped from,1970-01-01,2099-12-31,
19020053,45624158,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45624341,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45625348,Mapped from,1970-01-01,2099-12-31,
19020053,45625348,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45626839,Mapped from,1970-01-01,2099-12-31,
19020053,45626839,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45627150,Mapped from,1970-01-01,2099-12-31,
19020053,45627150,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45628500,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45629210,Mapped from,1970-01-01,2099-12-31,
19020053,45629210,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45629653,Mapped from,1970-01-01,2099-12-31,
19020053,45629653,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45629885,Mapped from,1970-01-01,2099-12-31,
19020053,45629885,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45629962,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45630017,Mapped from,1970-01-01,2099-12-31,
19020053,45630017,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45634884,Mapped from,1970-01-01,2099-12-31,
19020053,45634884,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45634959,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45635811,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45635855,Mapped from,1970-01-01,2099-12-31,
19020053,45635855,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45636175,Mapped from,1970-01-01,2099-12-31,
19020053,45636175,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45636326,Mapped from,1970-01-01,2099-12-31,
19020053,45636326,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45637187,Mapped from,1970-01-01,2099-12-31,
19020053,45637187,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45638535,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45638683,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45638996,Mapped from,1970-01-01,2099-12-31,
19020053,45638996,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45639505,Mapped from,1970-01-01,2099-12-31,
19020053,45639505,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45641524,Mapped from,1970-01-01,2099-12-31,
19020053,45641524,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45641558,Mapped from,1970-01-01,2099-12-31,
19020053,45641558,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45641599,Mapped from,1970-01-01,2099-12-31,
19020053,45641599,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45642038,Mapped from,1970-01-01,2099-12-31,
19020053,45642038,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45644670,Mapped from,1970-01-01,2099-12-31,
19020053,45644670,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45645133,Mapped from,1970-01-01,2099-12-31,
19020053,45645133,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45645345,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45647850,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45649616,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45650894,Mapped from,1970-01-01,2099-12-31,
19020053,45650894,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45651067,Mapped from,1970-01-01,2099-12-31,
19020053,45651067,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45651124,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45652145,Mapped from,1970-01-01,2099-12-31,
19020053,45652145,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45652219,Mapped from,1970-01-01,2099-12-31,
19020053,45652219,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45652712,Mapped from,1970-01-01,2099-12-31,
19020053,45652712,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45655525,Mapped from,1970-01-01,2099-12-31,
19020053,45655525,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45655921,Mapped from,1970-01-01,2099-12-31,
19020053,45655921,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45656215,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45657343,Mapped from,1970-01-01,2099-12-31,
19020053,45657343,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45658304,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45660347,Mapped from,1970-01-01,2099-12-31,
19020053,45660347,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45660533,Mapped from,1970-01-01,2099-12-31,
19020053,45660533,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45660773,Mapped from,1970-01-01,2099-12-31,
19020053,45660773,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45660962,Mapped from,1970-01-01,2099-12-31,
19020053,45660962,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45662732,Mapped from,1970-01-01,2099-12-31,
19020053,45662732,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45663746,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45664537,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45667163,Mapped from,1970-01-01,2099-12-31,
19020053,45667163,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45668028,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45668451,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45670276,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45673630,Mapped from,1970-01-01,2099-12-31,
19020053,45673630,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45674605,Mapped from,1970-01-01,2099-12-31,
19020053,45674605,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45681345,Mapped from,2013-10-07,2099-12-31,
19020053,45681345,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45683069,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45683162,Mapped from,1970-01-01,2099-12-31,
19020053,45683162,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45684420,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45685567,Mapped from,1970-01-01,2099-12-31,
19020053,45685567,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45686594,Mapped from,1970-01-01,2099-12-31,
19020053,45686594,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45687602,Mapped from,1970-01-01,2099-12-31,
19020053,45687602,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45688468,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45689615,Mapped from,1970-01-01,2099-12-31,
19020053,45689615,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45689842,Mapped from,1970-01-01,2099-12-31,
19020053,45689842,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45689935,Mapped from,1970-01-01,2099-12-31,
19020053,45689935,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45691309,Mapped from,1970-01-01,2099-12-31,
19020053,45691309,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45692114,Mapped from,1970-01-01,2099-12-31,
19020053,45692114,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45694907,Mapped from,1970-01-01,2099-12-31,
19020053,45694907,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45695444,Mapped from,1970-01-01,2099-12-31,
19020053,45695444,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45698234,Mapped from,1970-01-01,2099-12-31,
19020053,45698234,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45699734,Mapped from,1970-01-01,2099-12-31,
19020053,45699734,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45699912,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45700628,Mapped from,1970-01-01,2099-12-31,
19020053,45700628,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45703650,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45704968,Mapped from,1970-01-01,2099-12-31,
19020053,45704968,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45708140,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45777805,RxNorm - SPL,2015-03-26,2099-12-31,
19020053,45778255,RxNorm - SPL,1970-01-01,2099-12-31,
19020053,45778364,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45778456,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45778461,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45778572,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45779792,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45780445,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45782124,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45783066,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45783332,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45783908,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45786878,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45787104,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45787820,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45790742,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45790916,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45790927,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45790958,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45793104,RxNorm - SPL,2015-03-26,2099-12-31,
19020053,45794001,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45796663,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45797173,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45798595,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45799353,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45801116,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45801451,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45802513,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45802771,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45802949,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45803900,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45804190,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45804369,RxNorm - SPL,2015-01-29,2099-12-31,
19020053,45893838,RxNorm - SPL,2015-03-26,2099-12-31,
19020053,45893842,RxNorm - SPL,2015-03-26,2099-12-31,
19020053,45893885,RxNorm - SPL,2015-07-08,2099-12-31,
19020053,45894340,RxNorm - SPL,2015-03-26,2099-12-31,
19020053,45894710,RxNorm - SPL,2015-07-08,2099-12-31,
19020053,45894765,RxNorm - SPL,2015-07-08,2099-12-31,
19020053,45894918,RxNorm - SPL,2015-03-26,2099-12-31,
19020053,45895126,RxNorm - SPL,2015-07-08,2099-12-31,
19020053,45895695,RxNorm - SPL,2015-03-26,2099-12-31,
19020053,45896339,RxNorm - SPL,2015-03-26,2099-12-31,
19020053,45896361,RxNorm - SPL,2015-03-26,2099-12-31,
19020053,45897691,RxNorm - SPL,2015-03-26,2099-12-31,
