concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
4127235,Methotrexate injection into tubal pregnancy,Procedure,SNOMED,Procedure,S,236931002,2002-01-31,2099-12-31,
4128031,Instrumental delivery,Procedure,SNOMED,Procedure,S,236974004,2002-01-31,2099-12-31,
4127260,Augmentation of labor,Procedure,SNOMED,Procedure,S,237001001,2002-01-31,2099-12-31,
436940,Metabolic syndrome X,Condition,SNOMED,Clinical Finding,S,237602007,2002-01-31,2099-12-31,
4035415,Tear of meniscus of knee,Condition,SNOMED,Clinical Finding,S,239720000,2002-01-31,2099-12-31,
4079749,Osteoarthritis of hip,Condition,SNOMED,Clinical Finding,S,239872002,2002-01-31,2099-12-31,
4079750,Osteoarthritis of knee,Condition,SNOMED,Clinical Finding,S,239873007,2002-01-31,2099-12-31,
133834,Atopic dermatitis,Condition,SNOMED,Clinical Finding,S,24079001,2002-01-31,2099-12-31,
4081880,Mammogram - symptomatic,Procedure,SNOMED,Procedure,S,241055006,2002-01-31,2099-12-31,
4345925,Videofluoroscopy swallow,Procedure,SNOMED,Procedure,S,241149003,2002-01-31,2099-12-31,
4082984,MRI of breast,Procedure,SNOMED,Procedure,S,241615005,2002-01-31,2099-12-31,
4082839,MRI of spine,Procedure,SNOMED,Procedure,S,241645008,2002-01-31,2099-12-31,
4083236,Alcoholism counseling,Procedure,SNOMED,Procedure,S,24165007,2002-01-31,2099-12-31,
4084167,Acute allergic reaction,Condition,SNOMED,Clinical Finding,S,241929008,2002-01-31,2099-12-31,
4055248,Postoperative procedure education,Procedure,SNOMED,Procedure,S,243063003,2002-01-31,2099-12-31,
4073624,Cancer education,Procedure,SNOMED,Procedure,S,243072006,2002-01-31,2099-12-31,
4073625,Recommendation to limit sexual activity,Procedure,SNOMED,Procedure,S,243077000,2002-01-31,2099-12-31,
4072633,Weaning from mechanically assisted ventilation,Procedure,SNOMED,Procedure,S,243174005,2002-01-31,2099-12-31,
4077697,Screening mammography,Measurement,SNOMED,Procedure,S,24623002,2002-01-31,2099-12-31,
4080695,Passive conjunctival congestion,Condition,SNOMED,Clinical Finding,S,246677007,2002-01-31,2099-12-31,
4089228,Sputum finding,Condition,SNOMED,Clinical Finding,S,248595008,2002-01-31,2099-12-31,
4096715,Vomiting symptom,Condition,SNOMED,Clinical Finding,S,249497008,2002-01-31,2099-12-31,
378253,Headache,Condition,SNOMED,Clinical Finding,S,25064002,2002-01-31,2099-12-31,
4091461,Standard pregnancy test,Measurement,SNOMED,Procedure,S,252160004,2002-01-31,2099-12-31,
4099391,Urodynamic studies,Procedure,SNOMED,Procedure,S,252895004,2002-01-31,2099-12-31,
4110591,Small cell carcinoma of lung,Condition,SNOMED,Clinical Finding,S,254632001,2002-01-31,2099-12-31,
4115276,Non-small cell lung cancer,Condition,SNOMED,Clinical Finding,S,254637007,2002-01-31,2099-12-31,
4112853,Malignant tumor of breast,Condition,SNOMED,Clinical Finding,S,254837009,2002-01-31,2099-12-31,
4117479,Grass pollen,Observation,SNOMED,Substance,S,256277009,2002-01-31,2099-12-31,
4106307,Soya bean,Observation,SNOMED,Substance,S,256355007,2002-01-31,2099-12-31,
4125382,House dust mite,Observation,SNOMED,Organism,S,260147004,2002-01-31,2099-12-31,
4126216,Face mask,Device,SNOMED,Physical Object,S,261352009,2002-01-31,2099-12-31,
4129275,Continuous infusion,Observation,SNOMED,Qualifier Value,S,261754007,2002-01-31,2099-12-31,
4094814,Bullet wound,Condition,SNOMED,Clinical Finding,S,262574004,2002-01-31,2099-12-31,
4134304,Fracture subluxation of wrist,Condition,SNOMED,Clinical Finding,S,263102004,2002-01-31,2099-12-31,
4138133,Animal dander,Observation,SNOMED,Substance,S,264287008,2002-01-31,2099-12-31,
4146536,Renal dialysis,Procedure,SNOMED,Procedure,S,265764009,2002-01-31,2099-12-31,
4148273,Heat therapy,Procedure,SNOMED,Procedure,S,266694003,2002-01-31,2099-12-31,
4145649,Drug addiction therapy,Procedure,SNOMED,Procedure,S,266707007,2002-01-31,2099-12-31,
4141789,Transport problems,Observation,SNOMED,Clinical Finding,S,266934004,2002-01-31,2099-12-31,
4145802,Has a criminal record,Observation,SNOMED,Clinical Finding,S,266948004,2002-01-31,2099-12-31,
312437,Dyspnea,Condition,SNOMED,Clinical Finding,S,267036007,2002-01-31,2099-12-31,
4145808,Diarrhea symptom,Condition,SNOMED,Clinical Finding,S,267060006,2002-01-31,2099-12-31,
192450,Retention of urine,Condition,SNOMED,Clinical Finding,S,267064002,2002-01-31,2099-12-31,
4147326,Sore throat symptom,Condition,SNOMED,Clinical Finding,S,267102003,2002-01-31,2099-12-31,
4143203,Fetus with chromosomal abnormality,Condition,SNOMED,Clinical Finding,S,267253006,2002-01-31,2099-12-31,
4097246,"Controlled ventilation procedure and therapy, initiation and management",Procedure,SNOMED,Procedure,S,26763009,2002-01-31,2099-12-31,
4149386,Urine screening for glucose,Measurement,SNOMED,Procedure,S,268556000,2002-01-31,2099-12-31,
378419,Alzheimer's disease,Condition,SNOMED,Clinical Finding,S,26929004,2002-01-31,2099-12-31,
4151408,Syphilis infectious titer test,Measurement,SNOMED,Procedure,S,269828009,2002-01-31,2099-12-31,
4151422,Sputum examination,Procedure,SNOMED,Procedure,S,269911007,2002-01-31,2099-12-31,
4148755,Patient-initiated encounter,Observation,SNOMED,Procedure,S,270427003,2002-01-31,2099-12-31,
4150627,Removal of endotracheal tube,Procedure,SNOMED,Procedure,S,271280005,2002-01-31,2099-12-31,
4150653,Fetal anatomy study,Procedure,SNOMED,Procedure,S,271442007,2002-01-31,2099-12-31,
439777,Anemia,Condition,SNOMED,Clinical Finding,S,271737000,2002-01-31,2099-12-31,
