ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
1169577,1127527,1,1
1186405,1545958,0,0
1186405,40095247,1,2
1186557,1332418,0,0
1186557,1545958,0,0
1186559,40173379,1,1
1186589,1332418,0,0
1186589,1545958,0,0
1201819,1521369,0,0
1201854,1115170,1,1
1201978,1301025,0,0
1201978,40160951,1,1
1201978,42902627,2,3
1201978,42902906,2,3
1202027,40000499,1,2
1202042,40173379,1,1
1202228,1332418,0,0
1202306,1332418,0,0
1202395,1332418,0,0
1202395,40008978,1,2
1202474,40000499,1,2
1202475,1332418,0,0
1202536,1545958,0,0
1202536,40095247,1,2
1202549,1343916,0,0
1202557,1308304,1,1
1202587,1115170,1,1
1202633,40173379,1,1
1202837,40033943,1,2
1202837,40173379,1,1
1203849,1322184,0,0
1203849,1322187,1,1
1203849,40095878,1,2
1204172,1127527,1,1
1205081,1154459,1,1
1205190,1127527,1,1
1205218,1174888,0,0
1205334,40173379,1,1
1231384,1174888,0,0
1324090,1332418,0,0
1324139,1174888,0,0
1324141,40228548,1,1
1356547,1545958,0,0
1356547,40095247,1,2
1365613,40173379,1,1
1365617,40173379,1,1
1365646,40173379,1,1
1365659,1115170,1,1
1365671,1115170,1,1
1365682,1127527,1,1
1370264,1115170,1,1
1370264,40173379,1,1
1370277,1332418,0,0
1370277,40008978,1,2
1370437,1332418,0,0
1370594,40000499,1,2
1370714,1154459,1,1
1370737,1115170,1,1
1370766,1127527,1,1
1392318,1115170,1,1
1392336,40000499,1,2
1510138,1322184,0,0
1510138,40095878,1,2
1510177,1174888,0,0
1510199,35604747,2,3
1510199,40224804,1,1
1531563,40000499,1,2
1531567,1332418,0,0
1531567,1545958,0,0
1542768,1127527,1,1
1542789,1115170,1,1
1542863,35604747,2,3
1542863,40224804,1,1
1542902,40173379,1,1
1543342,1115170,1,1
1563746,1301025,0,0
1563746,40160951,1,1
1563746,42902627,2,3
1563746,42902906,2,3
1563749,1174888,0,0
1563753,35604747,2,3
1563753,40224804,1,1
1563939,1174888,0,0
1580844,1332418,0,0
1580866,1332418,0,0
1580927,1343916,0,0
1621471,40173379,1,1
1621535,1127527,1,1
1621543,1115170,1,1
1621568,1115170,1,1
1627763,1343916,0,0
1627909,1343916,0,0
1719110,40224804,1,1
1719130,1127527,1,1
1719130,40173379,1,1
1719269,1127527,1,1
1721554,1115170,1,1
1721603,1332418,0,0
1721603,40008978,1,2
1721611,1308304,1,1
1721618,1115170,1,1
1721618,40173379,1,1
1721833,1545958,0,0
1721833,40095247,1,2
1721972,1115170,1,1
1731790,1127433,2,3
1744858,1545958,0,0
1744858,40095247,1,2
1764018,1127527,1,1
1764074,1332418,0,0
1764074,40008978,1,2
1766397,1545958,0,0
1766397,40095247,1,2
1766450,1127433,2,3
1778321,35604747,2,3
1778321,40224804,1,1
1778426,1332418,0,0
1778426,40008978,1,2
1784233,1519940,1,1
1784364,40000499,1,2
1784371,1127527,1,1
1787188,1115170,1,1
1787219,1322184,0,0
1787219,1322187,1,1
1787219,40095878,1,2
1787349,1308304,1,1
1787349,40000499,1,2
1800568,35604747,2,3
1800568,40224804,1,1
1800660,1545958,0,0
1800660,40095247,1,2
1826578,40173379,1,1
1826599,1115170,1,1
1834570,1332418,0,0
1962175,40033943,1,2
1962175,40173379,1,1
1962193,40000499,1,2
1962253,1521369,0,0
1962355,1127527,1,1
1962649,40033943,1,2
1962649,40173379,1,1
1978517,1308304,1,1
1978557,1127527,1,1
1979006,1545958,0,0
1979006,40095247,1,2
1979581,1127527,1,1
1979776,1115170,1,1
1979776,1115171,2,3
1979859,1174888,0,0
1992732,40228548,1,1
1992758,1174888,0,0
1999681,1545958,0,0
1999681,40095247,1,2
2514727,1519940,1,1
2519849,1127527,1,1
2519872,1154459,1,1
2519874,40033943,1,2
2519874,40173379,1,1
2519919,1545958,0,0
2519919,40095247,1,2
2519952,1308304,1,1
2519952,40000499,1,2
2999885,40033943,1,2
2999885,40173379,1,1
2999958,1127527,1,1
3941320,1545958,0,0
3943960,40173379,1,1
3944012,1127527,1,1
3946890,1545958,0,0
3946890,40095247,1,2
3946944,40228548,1,1
3947040,40173379,1,1
3947078,1332418,0,0
3947078,40008978,1,2
3947152,40000499,1,2
3951626,40173379,1,1
3951666,1308304,1,1
3951666,40000499,1,2
3951769,40173379,1,1
3951800,1127527,1,1
3951800,40173379,1,1
3951811,1127527,1,1
3951819,1127527,1,1
3959620,1127527,1,1
3959620,40173379,1,1
3959643,40033943,1,2
3959643,40173379,1,1
3959689,1127527,1,1
3968903,1127527,1,1
3968991,1545958,0,0
3968991,40095247,1,2
3971288,1343916,0,0
3973649,1127527,1,1
3973690,40000499,1,2
3973706,1545958,0,0
3973706,40095247,1,2
3973756,40000499,1,2
3973804,1322184,0,0
3973804,1322187,1,1
3973804,40095878,1,2
3976052,40000499,1,2
3976112,1545958,0,0
3976112,40095247,1,2
3976124,1519940,1,1
3976159,1545958,0,0
3976159,40095247,1,2
3976192,1332418,0,0
3976192,1545958,0,0
3976261,1332418,0,0
3976261,1545958,0,0
3980910,1174888,0,0
3980965,1174888,0,0
3981014,1115170,1,1
3986403,1115170,1,1
3986509,40000499,1,2
3986512,1174888,0,0
3986531,1545958,0,0
3986531,40095247,1,2
3989376,1545958,0,0
3989376,40095247,1,2
3989404,40173379,1,1
3992180,1343916,0,0
3992212,1127527,1,1
3992249,1127527,1,1
3995165,1127527,1,1
3995237,1127527,1,1
3995299,1521369,0,0
3995329,1545958,0,0
3995329,40095247,1,2
35111082,1115170,1,1
35111518,40173379,1,1
35115644,1127527,1,1
35120445,1545958,0,0
35120445,40095247,1,2
35120455,1545958,0,0
35120455,40095247,1,2
35120537,40000499,1,2
35199793,1127527,1,1
35199914,40228548,1,1
35202499,1127527,1,1
35202499,40173379,1,1
35202738,1545958,0,0
35202738,40095247,1,2
35202742,1174888,0,0
35202803,35604747,2,3
35202803,40224804,1,1
35302879,1343916,0,0
35501840,1127527,1,1
35501961,40000499,1,2
35502022,40173379,1,1
35502056,1332418,0,0
35502056,40008978,1,2
35502650,1154459,1,1
35502690,1127527,1,1
35502690,40173379,1,1
35502843,1332418,0,0
35502843,40008978,1,2
35504032,1127527,1,1
35507034,1545958,0,0
35507034,40095247,1,2
35507048,1332418,0,0
35507048,40008978,1,2
35507056,1127527,1,1
35507075,1545958,0,0
35507075,40095247,1,2
35507174,1127527,1,1
35507359,1332418,0,0
35507417,1127527,1,1
35507426,40000499,1,2
35507514,1174888,0,0
35507613,1127527,1,1
35507640,1127527,1,1
35507770,40000499,1,2
35507888,1154459,1,1
35508139,1332418,0,0
35508139,40008978,1,2
35508240,1545958,0,0
35508240,40095247,1,2
35508293,40000499,1,2
35508390,1127527,1,1
35508412,1174888,0,0
35508981,1115170,1,1
35529432,1332418,0,0
35529432,40008978,1,2
35529490,1127527,1,1
35529671,1322184,0,0
35529671,1322187,1,1
35529671,40095878,1,2
35600132,40173379,1,1
35701825,1343916,0,0
35701927,1174888,0,0
35702035,40173379,1,1
35835138,40033943,1,2
35835138,40173379,1,1
35835217,1127527,1,1
35835219,40033943,1,2
35835219,40173379,1,1
35835292,1174888,0,0
35835328,1115170,1,1
35835488,1127527,1,1
35899906,1308304,1,1
35902997,40173379,1,1
35907038,40139614,1,2
35997398,1332418,0,0
35997398,40008978,1,2
36000147,1545958,0,0
36000147,40095247,1,2
36000183,1308304,1,1
36000183,40000499,1,2
36000193,1127527,1,1
36002982,1521369,0,0
36003612,1127527,1,1
36003690,1332418,0,0
36003690,40008978,1,2
36003698,1332418,0,0
36003715,1127527,1,1
36003721,1154459,1,1
36003825,40173379,1,1
36003936,1545958,0,0
36003936,40095247,1,2
36086822,1127527,1,1
36086848,1127527,1,1
36087179,1154459,1,1
36087284,1545958,0,0
36087284,40095247,1,2
36087339,1115170,1,1
36092894,40000499,1,2
36092960,1332418,0,0
36093176,40000499,1,2
36097416,1545958,0,0
36097416,40095247,1,2
36097763,1332418,0,0
36097763,40008978,1,2
36099949,1521369,0,0
36100012,1545958,0,0
36100012,40095247,1,2
36100086,1343916,0,0
36100124,1332418,0,0
36103140,1115170,1,1
36103152,40173379,1,1
36103280,1127527,1,1
36103280,40173379,1,1
36107146,40033943,1,2
36107146,40173379,1,1
36107156,1115170,1,1
36107178,1127527,1,1
36107203,1343916,0,0
36111135,1174888,0,0
36111231,1115170,1,1
36111282,1115170,1,1
36111338,1127527,1,1
36111562,1174888,0,0
36111714,1332418,0,0
36111714,40008978,1,2
36111796,1127527,1,1
36112049,1521369,0,0
36112049,1521405,1,1
36112049,19019339,2,3
36112049,40072443,1,2
36112064,40033943,1,2
36112064,40173379,1,1
36129040,1115170,1,1
36129145,1127527,1,1
36131438,1174888,0,0
36131479,40000499,1,2
36131498,1174888,0,0
36131528,40173379,1,1
36131670,40173379,1,1
36135215,40173379,1,1
36135224,1127527,1,1
36135224,40173379,1,1
36135261,1308304,1,1
36135261,40000499,1,2
36140982,1343916,0,0
36145809,1174888,0,0
36145846,40033943,1,2
36145846,40173379,1,1
36145861,1545958,0,0
36145861,40095247,1,2
36145898,40173379,1,1
36145964,1521369,0,0
36145978,1115170,1,1
36150681,1115170,1,1
36150696,1521369,0,0
36150696,1521405,1,1
36150696,19019339,2,3
36150696,40072443,1,2
36150845,1174888,0,0
36150892,1332418,0,0
36150892,40008978,1,2
36150898,1343916,0,0
36150942,40173379,1,1
36150992,1127527,1,1
36151249,1115170,1,1
36151260,40173379,1,1
36151411,1115170,1,1
36151489,40000499,1,2
36151585,1127527,1,1
36151674,1115170,1,1
36151788,40033943,1,2
36151788,40173379,1,1
36151911,40173379,1,1
36152038,1332418,0,0
36152038,40008978,1,2
36152463,1115170,1,1
36152536,1127527,1,1
36152687,1521369,0,0
36152687,1521405,1,1
36152687,19019339,2,3
36152687,40072443,1,2
36152785,40173379,1,1
36153228,40173379,1,1
36153619,1127527,1,1
36153619,40173379,1,1
36153812,1115170,1,1
36153847,1127527,1,1
36153868,1127527,1,1
36154004,1127527,1,1
36154135,1127527,1,1
36154135,40173379,1,1
36154202,1174888,0,0
36154249,1127527,1,1
36154282,1308304,1,1
36154282,40000499,1,2
36154283,40000499,1,2
36154317,40228548,1,1
36154347,40173379,1,1
36154443,1127527,1,1
36154443,40173379,1,1
36154473,40173379,1,1
36154657,40033943,1,2
36154657,40173379,1,1
36154728,1127527,1,1
36154728,40173379,1,1
36154837,1343916,0,0
36154838,1521369,0,0
36155334,1545958,0,0
36155334,40095247,1,2
36155376,40000499,1,2
36155496,1545958,0,0
36155496,40095247,1,2
36155654,1174888,0,0
36155855,40000499,1,2
36155942,1115170,1,1
36155989,1545958,0,0
36155989,40095247,1,2
36156201,1127527,1,1
36156201,40173379,1,1
36156204,40033943,1,2
36156204,40173379,1,1
36156612,1343916,0,0
36156633,1343916,0,0
36156642,1545958,0,0
36156642,40095247,1,2
36156791,1127527,1,1
36157100,1343916,0,0
36157114,40173379,1,1
36157232,1545958,0,0
36157232,40095247,1,2
36157347,1127527,1,1
36157347,40173379,1,1
36157369,1115170,1,1
36157472,1115170,1,1
36157783,40173379,1,1
36157789,40173379,1,1
36158080,1127527,1,1
36158080,40173379,1,1
36158218,1115170,1,1
36158308,1127527,1,1
36158537,40228548,1,1
36158785,1521369,0,0
36158785,1521405,1,1
36158785,19019339,2,3
36158785,40072443,1,2
36158812,1545958,0,0
36158812,40095247,1,2
36158826,1545958,0,0
36158826,40095247,1,2
36159049,1115170,1,1
36159139,1115170,1,1
36159276,1521369,0,0
36159369,40173379,1,1
36159418,1127433,2,3
36198925,1521369,0,0
36200001,40033943,1,2
36200001,40173379,1,1
36202008,1174888,0,0
36202081,1127527,1,1
36300200,1154459,1,1
36300221,1332418,0,0
36300252,1127527,1,1
36319352,1127527,1,1
36319446,1519940,1,1
36321919,40173379,1,1
36321920,1174888,0,0
36324512,1308304,1,1
36324512,40000499,1,2
36324552,1332418,0,0
36324552,40008978,1,2
36324632,1521369,0,0
36328254,1127527,1,1
36330742,40000499,1,2
36330824,1343916,0,0
36334182,1545958,0,0
36334182,40095247,1,2
36334194,1127527,1,1
36334195,40033943,1,2
36334195,40173379,1,1
36334254,1115170,1,1
36337669,1521369,0,0
36337669,1521405,1,1
36337669,19019339,2,3
36337669,40072443,1,2
36342801,1308304,1,1
36342904,1127527,1,1
36349144,1154459,1,1
36349144,1343916,0,0
36349178,1301025,0,0
36349178,42902906,2,3
36349244,1174888,0,0
36351635,40173379,1,1
36351691,40173379,1,1
36351830,1332418,0,0
36367882,1154459,1,1
36367957,1521369,0,0
36368243,1332418,0,0
36368243,40008978,1,2
36368263,1127527,1,1
36368263,40173379,1,1
36368322,1174888,0,0
36368422,1343916,0,0
36368523,1545958,0,0
36368523,40095247,1,2
36368597,1115170,1,1
36368671,40000499,1,2
36368679,1174888,0,0
36369286,40173379,1,1
36369299,1127527,1,1
36369337,40173379,1,1
36369921,1174888,0,0
36371009,1154459,1,1
36371238,1521369,0,0
36371238,1521405,1,1
36371238,19019339,2,3
36371238,40072443,1,2
36371240,1332418,0,0
36371339,1545958,0,0
36371339,40095247,1,2
36371342,1115170,1,1
36371342,40173379,1,1
36371347,1115170,1,1
36393815,1127527,1,1
36397326,1521369,0,0
36399709,40173379,1,1
36399713,40173379,1,1
36400173,1545958,0,0
36400173,40095247,1,2
36400194,1127527,1,1
36400194,40173379,1,1
36400266,1127527,1,1
36416394,40173379,1,1
36416454,40033943,1,2
36416454,40173379,1,1
36463127,1332418,0,0
36463127,40008978,1,2
36463158,1127527,1,1
36463158,40173379,1,1
36463287,1332418,0,0
36463384,1127527,1,1
36470446,1115170,1,1
36498274,1115170,1,1
36498288,40228548,1,1
36500089,1332418,0,0
36500089,40008978,1,2
36500216,1174888,0,0
36500242,1174888,0,0
36511822,1154459,1,1
36511934,40033943,1,2
36511934,40173379,1,1
36511957,40000499,1,2
36511987,1127527,1,1
36511989,40033943,1,2
36511989,40173379,1,1
36600074,1545958,0,0
36600074,40095247,1,2
36600181,1127527,1,1
36600181,40173379,1,1
36600221,40139614,1,2
36771008,1127527,1,1
36863947,1332418,0,0
36863947,40008978,1,2
36863966,1174888,0,0
36864267,1545958,0,0
36864267,40095247,1,2
36864283,1115170,1,1
36864292,1127527,1,1
36870330,40033943,1,2
36870330,40173379,1,1
36870561,1174888,0,0
36870570,40033943,1,2
36870579,1521369,0,0
36870864,1127527,1,1
36870864,40173379,1,1
36876793,1332418,0,0
36876798,1127433,2,3
36899868,1127527,1,1
36902137,40000499,1,2
36917061,40173379,1,1
36917082,1308304,1,1
36917082,40000499,1,2
36917119,40000499,1,2
36917204,1545958,0,0
36917204,40095247,1,2
36917219,1343916,0,0
36917225,1343916,0,0
36969951,1115170,1,1
36970082,1127527,1,1
36970217,1545958,0,0
36970217,40095247,1,2
36971441,1545958,0,0
36971441,40095247,1,2
36975928,1308304,1,1
36975928,40000499,1,2
36980658,1115170,1,1
36980658,40173379,1,1
36980876,40000499,1,2
36980909,40033943,1,2
36980913,40033943,1,2
36980913,40173379,1,1
36981110,40033943,1,2
36981110,40173379,1,1
36981659,40173379,1,1
36982111,1127527,1,1
36983568,1127527,1,1
36983569,1127527,1,1
37002172,1127527,1,1
37002262,1308304,1,1
37002262,40000499,1,2
37099848,1174888,0,0
37099918,1127527,1,1
37099950,1115170,1,1
37123049,1115170,1,1
37123091,1174888,0,0
37125618,1332418,0,0
37125618,40008978,1,2
37125678,1127527,1,1
37125757,1545958,0,0
37125757,40095247,1,2
37125791,1545958,0,0
37125791,40095247,1,2
37125816,1174888,0,0
37125835,40000499,1,2
37125877,1308304,1,1
37128660,40173379,1,1
37128664,1115170,1,1
37128844,1545958,0,0
37128844,40095247,1,2
37131836,40173379,1,1
37134866,1127527,1,1
37134866,40173379,1,1
37134967,1545958,0,0
37134967,40095247,1,2
37140243,1332418,0,0
37140243,40008978,1,2
37140277,1332418,0,0
37140277,40008978,1,2
37140363,40000499,1,2
37140393,1322184,0,0
37140393,1322187,1,1
37140393,40095878,1,2
37145638,1521369,0,0
37145818,1545958,0,0
37145818,40095247,1,2
37145885,40000499,1,2
37283489,40000499,1,2
37283826,1332418,0,0
37290300,40033943,1,2
37290300,40173379,1,1
37302074,1154459,1,1
37302196,40173379,1,1
37302209,40173379,1,1
37313178,1127527,1,1
37317870,1521369,0,0
37402057,1332418,0,0
37402057,40008978,1,2
37402209,1521369,0,0
37402209,1521405,1,1
37402209,40072443,1,2
37403981,40173379,1,1
37410463,1127527,1,1
37416832,1322184,0,0
37416832,1322187,1,1
37416832,40095878,1,2
37416859,40033943,1,2
37416859,40173379,1,1
37493888,1127527,1,1
37493936,1332418,0,0
37493936,40008978,1,2
37514685,40228548,1,1
37514886,1154459,1,1
37600163,1545958,0,0
37600163,40095247,1,2
37600353,1521369,0,0
37602418,1115170,1,1
37616307,1115170,1,1
37616364,1115170,1,1
37616364,40173379,1,1
40244529,1115170,1,1
40244681,1127527,1,1
40244722,40000499,1,2
40244754,1115170,1,1
40244762,1127527,1,1
40244762,40173379,1,1
42506132,1115170,1,1
42506223,1308304,1,1
42506223,40000499,1,2
42506273,1127527,1,1
42506399,1322184,0,0
42506399,1322187,1,1
42506399,40095878,1,2
42514572,1174888,0,0
42514694,1127527,1,1
42518441,1545958,0,0
42518441,40095247,1,2
42518589,1127527,1,1
42632900,1115170,1,1
42634549,1343916,0,0
42638786,1154459,1,1
42638813,1545958,0,0
42638813,40095247,1,2
42642794,1115170,1,1
42642827,1545958,0,0
42642827,40095247,1,2
42642862,1545958,0,0
42642862,40095247,1,2
42645145,1174888,0,0
42648927,1127527,1,1
42651483,1127527,1,1
42651483,40173379,1,1
42651525,1127527,1,1
42659575,1174888,0,0
42659608,40228548,1,1
42659619,40228548,1,1
42659667,40228548,1,1
42662289,40000499,1,2
42686120,1127527,1,1
42686120,40173379,1,1
42686123,1127527,1,1
42693591,1127527,1,1
42694023,1154459,1,1
42694048,40173379,1,1
42694091,1174888,0,0
42794086,1308304,1,1
42801322,1545958,0,0
42801322,40095247,1,2
42801323,1308304,1,1
42802073,1174888,0,0
42802110,1174888,0,0
42802418,1521369,0,0
42802645,40000499,1,2
42802779,1343916,0,0
42802814,1332418,0,0
42802814,40008978,1,2
42802829,1127527,1,1
42802829,40173379,1,1
42802942,1332418,0,0
42802984,1127527,1,1
42803013,40033943,1,2
42803112,1332418,0,0
42803276,1322184,0,0
42803276,1322187,1,1
42803276,40095878,1,2
42803298,1545958,0,0
42803298,40095247,1,2
42803653,40228548,1,1
42803758,1308304,1,1
42803758,40000499,1,2
42804110,1545958,0,0
42804110,40095247,1,2
42804227,1332418,0,0
42804245,1322184,0,0
42804245,1322187,1,1
42804245,40095878,1,2
42804339,1545958,0,0
42804339,40095247,1,2
42804385,1174888,0,0
42804387,1174888,0,0
42804396,40000499,1,2
42804459,1545958,0,0
42804459,40095247,1,2
42804496,1343916,0,0
42804629,1322184,0,0
42804629,1322187,1,1
42804629,40095878,1,2
42804644,40228548,1,1
42804646,40228548,1,1
42804658,1343916,0,0
42804690,1545958,0,0
42804690,40095247,1,2
42804941,1332418,0,0
42804941,40008978,1,2
42805156,1332418,0,0
42805156,40008978,1,2
42805212,1332418,0,0
42805212,40008978,1,2
42805413,1308304,1,1
42805413,40000499,1,2
42805416,1322184,0,0
42805416,1322187,1,1
42805416,40095878,1,2
42805433,40000499,1,2
42805460,1322184,0,0
42805460,1322187,1,1
42805460,40095878,1,2
42805871,1322184,0,0
42805871,1322187,1,1
42805871,40095878,1,2
42805927,1332418,0,0
42805927,40008978,1,2
42806183,1343916,0,0
42806212,40000499,1,2
42806231,1332418,0,0
42806313,1545958,0,0
42806313,40095247,1,2
42806392,1545958,0,0
42806392,40095247,1,2
42806983,40173379,1,1
42822200,1127527,1,1
42866029,1115170,1,1
42866065,1322184,0,0
42866065,1322187,1,1
42866065,40095878,1,2
42866162,1174888,0,0
42866195,40173379,1,1
42866201,1154459,1,1
42880992,1115170,1,1
42885722,1308304,1,1
42885925,1115170,1,1
42885925,40173379,1,1
42885936,1127527,1,1
43542400,1322184,0,0
43542400,1322187,1,1
43542400,40095878,1,2
43542897,1301025,0,0
43542897,42902906,2,3
43544015,1127527,1,1
43544015,40173379,1,1
43544101,1127527,1,1
44337454,1332418,0,0
44337454,40008978,1,2
44337459,40173379,1,1
44337568,40000499,1,2
44337586,1127433,2,3
44337715,40000499,1,2
44337784,1174888,0,0
44337836,1174888,0,0
44337847,1115170,1,1
44339039,1343916,0,0
44339149,1308304,1,1
44339149,40000499,1,2
44339345,1127527,1,1
44339345,40173379,1,1
44339459,1174888,0,0
44339735,1308304,1,1
44339775,1127527,1,1
44339810,1127527,1,1
44339986,1115170,1,1
44340194,1521369,0,0
44340521,40033943,1,2
44340521,40173379,1,1
44340532,40173379,1,1
44340581,1332418,0,0
44340581,40008978,1,2
44340631,40033943,1,2
44340631,40173379,1,1
44340891,1115170,1,1
44340936,1343916,0,0
44341010,1545958,0,0
44341010,40095247,1,2
44341086,40000499,1,2
44341152,40033943,1,2
44341152,40173379,1,1
44341373,1308304,1,1
44341373,40000499,1,2
44341469,1127527,1,1
44341536,40173379,1,1
44341855,40173379,1,1
44341864,1521369,0,0
44341864,1521405,1,1
44341864,19019339,2,3
44341864,40072443,1,2
44341873,1174888,0,0
44342347,1332418,0,0
44342468,1174888,0,0
44342594,1332418,0,0
44342594,40008978,1,2
44342721,40033943,1,2
44342721,40173379,1,1
44342756,1322184,0,0
44342756,1322187,1,1
44342756,40095878,1,2
44342845,1343916,0,0
44343071,40173379,1,1
44343172,1545958,0,0
44343172,40095247,1,2
44343411,1127527,1,1
44343411,40173379,1,1
44343477,1174888,0,0
44343593,1322184,0,0
44343593,1322187,1,1
44343593,40095878,1,2
44343823,1343916,0,0
44343895,40033943,1,2
44343895,40173379,1,1
44343996,1332418,0,0
44343996,40008978,1,2
44344273,1343916,0,0
44344683,1545958,0,0
44344683,40095247,1,2
44344749,1127527,1,1
44345037,1174888,0,0
44345043,40173379,1,1
44345399,40173379,1,1
44345410,1332418,0,0
44345410,40008978,1,2
44345629,40000499,1,2
44345632,40173379,1,1
44345696,1308304,1,1
44345717,1174888,0,0
44345748,1343916,0,0
44345753,1545958,0,0
44345753,40095247,1,2
44345954,1545958,0,0
44345954,40095247,1,2
44346147,1308304,1,1
44346147,40000499,1,2
44346190,40173379,1,1
44346327,1127527,1,1
44346327,40173379,1,1
44346388,1127433,2,3
44346404,1115170,1,1
44346601,1127527,1,1
44346601,40173379,1,1
44347121,1322184,0,0
44347121,1322187,1,1
44347121,40095878,1,2
44347383,40173379,1,1
44347490,1308304,1,1
44347490,40000499,1,2
44347620,1127527,1,1
44347860,1521369,0,0
44347911,1521369,0,0
44347911,1521405,1,1
44347911,19019339,2,3
44347911,40072443,1,2
44348231,40000499,1,2
44348265,1545958,0,0
44348265,40095247,1,2
44348480,1322184,0,0
44348480,1322187,1,1
44348480,40095878,1,2
44348579,40033943,1,2
44348579,40173379,1,1
44348707,1521369,0,0
44348797,40228548,1,1
44349135,40228548,1,1
44349157,1127527,1,1
44349289,40173379,1,1
44349373,1332418,0,0
44349417,40033943,1,2
44349417,40173379,1,1
44349738,40173379,1,1
44349766,1127527,1,1
44349861,40033943,1,2
44349861,40173379,1,1
44349875,1127527,1,1
44349942,1127527,1,1
44349993,1174888,0,0
44350112,40173379,1,1
44350130,40173379,1,1
44350185,40000499,1,2
44350206,1332418,0,0
44350206,40008978,1,2
44350233,1308304,1,1
44350245,40173379,1,1
44350249,1127527,1,1
44350365,40033943,1,2
44350365,40173379,1,1
44350520,40173379,1,1
44350823,1308304,1,1
44350839,1127527,1,1
44350839,40173379,1,1
44351071,40033943,1,2
44351071,40173379,1,1
44351146,1127527,1,1
44351256,1545958,0,0
44351256,40095247,1,2
44351280,1332418,0,0
44351453,1332418,0,0
44351453,40008978,1,2
44351485,1545958,0,0
44351485,40095247,1,2
44351570,40173379,1,1
44351830,1174888,0,0
44351869,40033943,1,2
44351869,40173379,1,1
44352420,1127527,1,1
44352638,1308304,1,1
44352638,40000499,1,2
44352823,1127527,1,1
44352823,40173379,1,1
44353056,40000499,1,2
44353463,1174888,0,0
44353471,1343916,0,0
44353551,1521369,0,0
44353573,1332418,0,0
44353573,40008978,1,2
